Fichero actualizado a fecha: 2019-03-07 03:11:01
Título;Descripción;Tag;FechaCreacion;FechaUltimaActualizacion;Frecuencia de actualización;Sector;Organismo responsable;AmbitoGeografico;Licencia;Formatos disponibles para descarga;EnlaceMasInformacion;Identificador;ultimaActualizacion;Enlace al contenido;
"Ortofoto aérea de núcleos de población de Castilla y León";"<p>Ortofotoimágenes en alta resolución de núcleos de población de Castilla y León.Imágenes ortorectificadas procedentes de numerosos vuelos aéreos realizados entre los años 2.005-2.011 para gran parte de los núcleos de población de la Comunidad de Castilla y León. Imágenes generadas principalmente a resolución de 10 cm./pixel (minoritariamente resoluciones de 15 y 20 cm./pixel).Consulte disponibilidad y otros detalles en el siguiente enlace: http://www.cartografia.jcyl.es/web/jcyl/binarios/58/380/Ortos_diciembre2011,0.pdf?</p>";"Ortoimágenes";"20111001";;"No programado";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284688462567;20180906;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/ortofoto-aerea-nucleos-poblacion-cyl/1284688462567";
"Interrupción Voluntaria del Embarazo";"<p>Descripción de la evolución de las interrupciones voluntarias de embarazo en Castilla y León así como las características de las mujeres que abortan, mediante el estudio de las variables que se recogen en la hoja de registro de cada intervención.</p>";"salud pública, interrupción, embarazo, aborto";"20181221";;"Anual";"salud";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.saludcastillayleon.es/profesionales/es/informacion-epidemiologica/interrupcion-voluntaria-embarazo";1284839793708;20181221;"https://datosabiertos.jcyl.es/web/jcyl/set/es/salud/interrupcion-voluntaria-embarazo/1284839793708";
"Inventario de bienes y derechos 2013";"<p>Relación de los bienes inmuebles propiedad de la Administración General y Organismos Autónomos o sobre los que ostenten algún derecho real, así como la finalidad a la que están destinados. Datos de 2013</p>";"inventario, bienes inmuebles, derechos, 2013, información patrimonial";"20171219";;"Anual";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://gobiernoabierto.jcyl.es/web/jcyl/GobiernoAbierto/es/Plantilla100/1284485260597/_/_/_";1284771783977;20180314;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/bienes-derechos-2013/1284771783977";
"Inventario de bienes y derechos 2014";"<p>Relación de los bienes inmuebles propiedad de la Administración General y Organismos Autónomos o sobre los que ostenten algún derecho real, así como la finalidad a la que están destinados. Datos de 2014</p>";"inventario, bienes inmuebles, derechos, 2014, información patrimonial";"20171220";;"Anual";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://gobiernoabierto.jcyl.es/web/jcyl/GobiernoAbierto/es/Plantilla100/1284485260597/_/_/_";1284771859131;20180314;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/bienes-derechos-2014/1284771859131";
"Inventario de bienes y derechos 2015";"<p>Relación de los bienes inmuebles propiedad de la Administración General y Organismos Autónomos o sobre los que ostenten algún derecho real, así como la finalidad a la que están destinados. Datos de 2015</p>";"inventario, bienes inmuebles, derechos, 2015, información patrimonial";"20171220";;"Anual";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://gobiernoabierto.jcyl.es/web/jcyl/GobiernoAbierto/es/Plantilla100/1284485260597/_/_/_";1284771863831;20180314;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/bienes-derechos-2015/1284771863831";
"Inventario de bienes y derechos 2016";"<p>Relación de los bienes inmuebles propiedad de la Administración General y Organismos Autónomos o sobre los que ostenten algún derecho real, así como la finalidad a la que están destinados. Datos de 2016</p>";"inventario, bienes inmuebles, derechos, 2016, información patrimonial";"20180308";;"Anual";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://gobiernoabierto.jcyl.es/web/jcyl/GobiernoAbierto/es/Plantilla100/1284485260597/_/_/_";1284789602155;20180314;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/bienes-derechos-2016/1284789602155";
"Inventario de bienes y derechos 2017";"<p>Relación de los bienes inmuebles propiedad de la Administración General y Organismos Autónomos o sobre los que ostenten algún derecho real, así como la finalidad a la que están destinados. Datos de 2017</p>";"inventario, bienes inmuebles, derechos, 2017, información patrimonial";"20180308";;"Anual";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://gobiernoabierto.jcyl.es/web/jcyl/GobiernoAbierto/es/Plantilla100/1284485260597/_/_/_";1284789606626;20180314;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/bienes-derechos-2017/1284789606626";
"Listado de calles por provincias (Valoración de bienes urbanos) 2018";"<ul>
<li><strong>Tipo</strong>: Pares&rdquo; (P), Impares&rdquo; (I) y Todos&rdquo; (T).</li>
<li><strong>Tramo</strong>: el número de la vía.</li>
<li><strong>Grupos</strong>: Residencial&rdquo; (R), Comercial&rdquo; (C) y Suelo&rdquo; (S).</li>
<li><strong>Usos</strong>:<table><caption> </caption><tr class=""separacion-cabecera""><th scope=""col"">TIPOS DE USO</th><th scope=""col"">CÓDIGO</th><th scope=""col"">GRUPO USOS
</th></tr><tr><td>GARAJE COLECTIVO EN BAJO/PLANTAS ALTAS </td><td>GB</td><td>R
</td></tr><tr><td>GARAJE UNICO EN BAJO/PLANTA ALTA</td><td>GR</td><td>R
</td></tr><tr><td>GARAJE COLECTIVO EN SOTANO </td><td>GS</td><td>R
</td></tr><tr><td>GARAJE UNICO EN SOTANO</td><td>GU</td><td>R
</td></tr><tr><td>PATIO/DOTACION COMUN</td><td>PT</td><td>R
</td></tr><tr><td>TERRAZA/PORCHE</td><td>TP</td><td>R
</td></tr><tr><td>TRASTERO</td><td>TR</td><td>R
</td></tr><tr><td>TRASTERO BAJO CUBIERTA</td><td>TS</td><td>R
</td></tr><tr><td>VIVIENDA EN EDIFICIO COLECTIVO</td><td>VC</td><td>R
</td></tr><tr><td>CASA/VIVIENDA RURAL</td><td>VR</td><td>R
</td></tr><tr><td>VIVIENDA EN EDIFIC UNIFAMILIAR</td><td>VU</td><td>R
</td></tr><tr><td>LOCAL EN PLANTA BAJA</td><td>LB</td><td>C
</td></tr><tr><td>LOCAL EN SOTANO O ENTREPLANTA</td><td>LS</td><td>C
</td></tr><tr><td>NAVE/ALMACEN/LOCAL ANEJO</td><td>NV</td><td>C
</td></tr><tr><td>OFICINA EN PLANTA ALTA</td><td>OF</td><td>C
</td></tr><tr><td>OFICINA EN PLANTA PRIMERA</td><td>OP</td><td>C
</td></tr><tr><td>SUELO/PARCELA</td><td>SU</td><td>S
</td></tr><tr><td>USOS VARIOS: Otros usos cuyo valor no puede obtenerse por precios medios. O no se puedan identificar con alguno de los anteriores.</td><td>OT</td><td>
</td></tr></table></li>
<li><strong>Coeficientes</strong>:
<ul>
<li>A es el coeficiente corrector del suelo por Entidad Económica Urbana&rdquo;. Entidad Económica Urbana o categoría del Área Geográfica, gradúa, para cada Área Geográfica establecida, intervalos de valores, que definen Entidades Económicas Urbanas.</li>
<li>B es el coeficiente corrector del suelo por Área geográfica&rdquo;. Es el coeficiente intrínseco de cada Área Geográfica, o bien de la zona o parte del Área, cuyo valor difiere del valor medio del área, y que se describe en función de sus características homogéneas predominantes</li>
<li>J es el coeficiente corrector del suelo sobre el suelo y usos&rdquo;.</li>
</ul>
</li>
<li><strong>Área geográfica</strong> en que se encuentra la calle</li>
<li>Si se puede o no valorar por <strong>precios medios de mercado</strong> (PMM).</li>
</ul>";"valoración, bienes urbanos, calles, 2018";"20180525";;"Anual";"urbanismo-infraestructuras";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"http://tributos.jcyl.es/web/jcyl/Tributos/es/Plantilla100/1284190180975/_/_/_";1284805427121;20180529;"https://datosabiertos.jcyl.es/web/jcyl/set/es/urbanismo-infraestructuras/valoracion-bienes-urbanos/1284805427121";
"Listado de valores unitarios medios de rústica para 2018";"<p>Indica el valor en euros por hectárea en función de la provincia, municipio y tipo de cultivo.</p>
<p></p>
<p><span class=""spanunderline""><em><strong>NOTA</strong></em></span>: En los términos municipales capitales de provincia no se pueden valorar por precios medios de mercado (PMM) según las Directrices del Plan de Control Tributario para 2018, por lo que 9 términos municipales no tienen VUM (Valores unitarios Medios).</p>";"valoración, bienes rústicos, 2018";"20180529";;"Anual";"medio-rural-pesca";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://tributos.jcyl.es/web/jcyl/Tributos/es/Plantilla100/1284189804577/_/_/_";1284805876534;20180529;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-rural-pesca/valoracion-bienes-rusticos/1284805876534";
"Longitud de Vías Pecuarias Clasificadas";"<p>Longitud de las vías pecuarias clasificadas (reconocidas) de Castilla y León, en tres categorías reconocidas por la Ley en función de su anchura (cañadas, cordeles y veredas), además de descansaderos.</p>";"vías pecuarias, longitud, bienes inmuebles, información patrimonial";"20171220";;"Anual";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://medioambiente.jcyl.es/web/jcyl/MedioAmbiente/es/Plantilla100/1204012332575/_/_/_";1284771904826;20180327;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/vias-pecuarias/1284771904826";
"Mapa de cultivos y suelos naturales de Castilla y León";"<p>El Mapa de cultivos y superficies naturales de Castilla y León (MCSNCyL) es un mapa de ocupación del suelo, actualizado anualmente, obtenido a través de imágenes de satélite.</p>
<p>Se trata de una cartografía de ocupación del suelo que representa los cambios en los cultivos herbáceos anuales, mayoritarios en la Comunidad Autónoma, y en las superficies de vegetación natural. El proyecto se comenzó en el año 2013 y desde entonces se han generado mapas de los años 2011, 2012, 2013, 2014, 2015, 2016 y 2017</p>";"Mapas de cultivo, cartografia, ocupación del suelo, herbáceos";"20180605";;"Según necesidad";"medio-rural-pesca";"Instituto Tecnológico Agrario (ITA)";"Castilla y León";"CC-BY";"WMS";"http://mcsncyl.itacyl.es/";1284807624344;20180606;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-rural-pesca/mapas-cultivos/1284807624344";
"Mapa de Carreteras de Castilla y León: Enlaces de la Red Viaria";"<p>Capa de enlaces de la red viaria de carreteras de Castilla y León 1:25.000.</p>
<p>Cartografía que recopila los enlaces que se producen en el trazado de la red de carreteras, dentro de los límites de la Comunidad de Castilla y León.</p>
<p>Trabajo realizado en el año 1.987 con frecuencia de actualización anual.</p>";"Redes de transporte";"20031001";;"Según necesidad";"transporte";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284813433953;20180905;"https://datosabiertos.jcyl.es/web/jcyl/set/es/transporte/carreteras-enlaces-red-viaria-cyl/1284813433953";
"Mapa de Carreteras de Castilla y León: Puertos de Montaña";"<p>Capa de puertos de montaña de la red viaria de carreteras de Castilla y León 1:25.000.</p>
<p>Cartografía que recopila los puertos de montaña que atraviesa la red de carreteras de Castilla y León en su trazado dentro de los límites de la Comunidad Autónoma.</p>";"Redes de transporte";"20031001";;"Según necesidad";"transporte";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284813439019;20180905;"https://datosabiertos.jcyl.es/web/jcyl/set/es/transporte/carreteras-puertos-monta%C3%B1a-cyl/1284813439019";
"Mapa de Carreteras de Castilla y León: Puntos Kilométricos";"<p>Capa de puntos kilométricos de la red viaria de carreteras de Castilla y León 1:25.000.</p>
<p>Los puntos kilométricos, o PKs, son utilizados para expresar la medida longitudinal del eje de los viales y sirven de referencia para identificar la posición geográfica en cada una de las vías o tramos de carretera.</p>
<p>Capa de entidades geográficas de tipo puntual.</p>
<p>Información capturada dediante dispositivos GPS a partir de los hitos y mojones situados en los márgenes de las distintas carreteras del territorio de la Comunidad. Propiedad de la Dirección General de Tráfico del Ministerio del Interior.</p>";"Redes de transporte";"20031001";;"Según necesidad";"transporte";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284813435661;20180905;"https://datosabiertos.jcyl.es/web/jcyl/set/es/transporte/carreteras-puntos-kilometricos-cyl/1284813435661";
"Mapa de Carreteras de Castilla y León: Red Viaria";"<p>Capa de la red viaria de carreteras de Castilla y León 1:25.000.</p>
<p>Cartografía que recopila todas las carreteras que disponen su trazado dentro de los límites de la Comunidad de Castilla y León.</p>
<p>Se recogen las distintas redes de carreteras existentes en el territorio, se organizan según su titularidad y se clasifican de acuerdo a su funcionalidad:</p>
<ul>
<li>Red de Interés General del Estado (AGE)</li>
<li>Red Autonómica Regional (JCyL)</li>
<li>Red Provincial (Diputaciones)</li>
<li>Red Municipal (Ayuntamientos)Se incluyen además cualesquiera otras que interconecten con alguna de las anteriores, pasando a formar parte de la red general.</li>
</ul>
<p>Trabajo realizado en el año 1.987 con frecuencia de actualización anual.</p>";"Redes de transporte";"20031001";;"Según necesidad";"transporte";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284813431388;20180905;"https://datosabiertos.jcyl.es/web/jcyl/set/es/transporte/carreteras-red-viaria-cyl/1284813431388";
"Mapa de Montes Ordenados de Castilla y León";"<p>Montes con documento de planificación forestal en vigor en Castilla y León, junio 2017.</p>
<p>Capa digital de los límites orientativos de los montes, tanto con gestión pública como privada, que cuentan con documento de planificación en vigor a junio 2017 en Castilla y León.</p>
<p>La ordenación de los montes es la mayor garantía para su conservación, aprovechamiento racional y persistencia continuada. Muestra de ello en España, y en concreto en la Comunidad de Castilla y León, son los montes ordenados desde finales del SXIX o principios del XX hasta la actualidad. Estos montes, que cuentan con una planificación plasmada en documentos a medio (15-20 años) y largo plazo (100-120 años), redactados conforme a las Instrucciones de Ordenación de montes vigentes en Castilla y León, constituyen un ejemplo de conservación del patrimonio natural, de perdurabilidad y de productividad de recursos renovables como la madera, el piñón o la resina.</p>";"Zonas sujetas a ordenación, a restricciones o reglamentaciones y unidades de notificación";"20060626";;"Según necesidad";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284813417265;20180905;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/montes-ordenados-cyl/1284813417265";
"Mapa de Pistas Aéreas de Castilla y León: Localización";"<p>Capa de pistas de aterrizaje de Castilla y León 1:25.000: localización</p>
<p>Cartografía que recopila todas las pistas terrestres cuyo propósito es posibilitar el aterrizaje de los distintos artefactos aéreos en la Comunidad de Castilla y León.</p>
<p>Se recogen, mediante geometría de tipo punto, todas las pistas existentes y se organizan según su jerarquía, tipología de uso y funcionalidad.</p>";"Redes de transporte";"20151201";;"Según necesidad";"transporte";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284813453925;20180905;"https://datosabiertos.jcyl.es/web/jcyl/set/es/transporte/pistas-aereas-localizacion-cyl/1284813453925";
"Mapa de Pistas Aéreas de Castilla y León: Recintos";"<p>Capa de pistas de aterrizaje de Castilla y León 1:25.000: recintos</p>
<p>Cartografía que recopila todas las pistas terrestres cuyo propósito es posibilitar el aterrizaje de los distintos artefactos aéreos en la Comunidad de Castilla y León.</p>
<p>Se recogen todas las pistas existentes e instalaciones dependientes, mediante geometría de polígonos, y se organizan según su jerarquía, tipología de uso y funcionalidad.</p>";"Redes de transporte";"20151201";;"Según necesidad";"transporte";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284813448731;20180905;"https://datosabiertos.jcyl.es/web/jcyl/set/es/transporte/pistas-aereas-recintos-cyl/1284813448731";
"Mapa de la Red Ferroviaria de Castilla y León: Estaciones";"<p>Capa de estaciones de tren de la red ferroviaria de Castilla y León 1:25.000: localización</p>
<p>Cartografía que recopila todas las estaciones de ferrocarril existentes en la Comunidad de Castilla y León.</p>
<p>Se recogen, a partir de geometrías de tipo punto, todas las estaciones existentes y se organizan según su jerarquía, tipología de uso y funcionalidad.</p>";"Redes de transporte";"20151201";;"Según necesidad";"transporte";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284813446784;20180905;"https://datosabiertos.jcyl.es/web/jcyl/set/es/transporte/red-ferroviaria-estaciones-cyl/1284813446784";
"Mapa de la Red Ferroviaria de Castilla y León: Vías Férreas";"<p>Capa de vías de tren de la red ferroviaria de Castilla y León 1:25.000</p>
<p>Cartografía que recoge las vías de ferrocarril existentes en la Comunidad de Castilla y León.</p>
<p>Se representa, a partir de geometría de tipo líneal, el viario desplegado y se organiza según su jerarquía, tipología de uso y funcionalidad.</p>";"Redes de transporte";"20151201";;"Según necesidad";"transporte";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284813442210;20180905;"https://datosabiertos.jcyl.es/web/jcyl/set/es/transporte/red-ferroviaria-vias-ferreas-cyl/1284813442210";
"Mapa de Zonas de Especial Conservación (ZEC) de Castilla y León";"<p>Mapa de Zonas de Especial Conservación (ZEC) de Castilla y León.</p>
<p>Constituyen junto a las Zonas de Especial Protección para las Aves (ZEPA) la Red Natura 2000, integrada en la Red de Áreas Naturales Protegidas (RANP) de Castilla y León, (Ley 4/2015, de 24 de marzo, de Patrimonio Natural de Castilla y León).</p>
<p>LIC declarados ZEC mediante Decreto 57/2015, de 10 de septiembre, por el que se declaran las zonas especiales de conservación y las zonas de especial protección para las aves, y se regula la planificación básica de gestión y conservación de la Red Natura 2000 en Castilla y León.</p>
<p>Capa formada por la agregación de la adaptación cartográfica de los límites de las ZEC de Castilla y León, a escala de referencia 1:10.000. Se entiende por adaptación cartográfica de los límites de un espacio al ajuste cartográfico encaminado al incremento de su precisión y fiabilidad, que deriva de la mejora de los instrumentos de análisis y bases cartográficas acontecida desde su definición. Estos límites se han ajustado, como norma general, a la cartografía oficial (básica, temática o derivada), de mayor precisión vigente, con validez legal y/o representación territorial. La propuesta de dichos ajustes cartográficos fue puesta a disposición del público conjuntamente con la propuesta de declaración de las ZEC y ZEPA, a través de la Resolucíon del 8 de octubre de 2014, de la Consejería de Fomento y Medio Ambiente, por la que se sometía a trámite de audiencia e información pública el proyecto de decreto por el que se declaran Zonas especiales de conservación y las Zonas de Especial Protección para las Aves y se regula la planificación básica de gestión y conservación de la Red Natura 2000 en la Comunidad de Castilla y León. Dichos ajustes han sido aprobados por parte de la Comisión Europea a través de la Decisión de ejecución (UE) 2016/2328 de la Comisión de 9 de diciembre de 2016 por la que se adopta la décima lista actualizada de lugares de importancia comunitaria de la región biogeográfica mediterrénea y la Decisión de ejecución (UE) 2016/2335 de la Comisión de 9 de diciembre de 2016 por la que se adopta la décima lista actualizada de lugares de importancia comunitaria de la región biogeográfica atlántica; y por Resolución de 24 de enero de 2017 de la Dirección General de Medio Natural, por lo que se aprueba y da publicidad a los ajustes de los límites de las Zonas especiales de conservación y a las Zonas de Especial Protección para las Aves de la Red Natura 2000 de Castilla y León.</p>";"Lugares protegidos";"20150111";;"Según necesidad";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284813423560;20180905;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/zonas-especial-conservacion-cyl/1284813423560";
"Catálogo de Materias de Estudios No Universitarios (2017/2018)";"<p>Materias correspondientes a enseñanzas no Universitarias vigentes en el curso académico 2017/2018</p>";"educación, sistema educativo, plan de estudios, primaria, infantil, secundaria, formación profesional, enseñanzas artísticas, idiomas, enseñanzas deportivas, enseñanzas de adultos, estudios, etapas, cursos, asignaturas, módulos, ámbitos, áreas, 2017, 2018";"20170905";;"Anual";"educacion";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"http://www.educa.jcyl.es/es/informacion/sistema-educativo";1284749562976;20180625;"https://datosabiertos.jcyl.es/web/jcyl/set/es/educacion/materias-estudios-no-universitarios-17-18/1284749562976";
"Catálogo de Materias de Estudios No Universitarios (2018/2019)";"<p>Materias correspondientes a enseñanzas no Universitarias vigentes en el curso académico 2018/2019</p>";"educación, sistema educativo, plan de estudios, primaria, infantil, secundaria, formación profesional, enseñanzas artísticas, idiomas, enseñanzas deportivas, enseñanzas de adultos, estudios, etapas, cursos, asignaturas, módulos, ámbitos, áreas, 2018, 2019";"20180702";;"Anual";"educacion";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"http://www.educa.jcyl.es/es/informacion/sistema-educativo";1284812967816;20180702;"https://datosabiertos.jcyl.es/web/jcyl/set/es/educacion/materias-estudios-no-universitarios-18-19/1284812967816";
"Matriculados por ramas en universidades privadas";"<p>Matriculados en las Universidades Privadas de Castilla y León por Ramas del Conocimiento. Datos desde el curso 2011-2012.</p>";"estadistica, ramas, matriculados, universidades, privadas";"20171220";;"Anual";"educacion";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"www.educa.jcyl.es/universidad/es/estadistica-universitaria-castilla-leon";1284771926110;20180116;"https://datosabiertos.jcyl.es/web/jcyl/set/es/educacion/matriculados-ramas-privadas/1284771926110";
"Matriculados por ramas en universidades públicas";"<p>Matriculados en las Universidades Públicas de Castilla y León por Ramas del Conocimiento. Datos desde el curso 2011-2012.</p>";"estadistica, ramas, matriculados, universidades, publicas";"20171220";;"Anual";"educacion";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"www.educa.jcyl.es/universidad/es/estadistica-universitaria-castilla-leon";1284771925648;20180116;"https://datosabiertos.jcyl.es/web/jcyl/set/es/educacion/matriculados-ramas-publicas/1284771925648";
"Modificaciones de crédito por capítulos del presupuesto consolidado";"Modificaciones crédito (generaciones, minoraciones, incorporaciones, créditos extraordinarios y suplementos de crédito, ampliaciones y transferencias) de los Presupuestos consolidados desde el año 2016. Datos por Capítulos";"modificaciones, crédito, presupuesto, capítulos";"20180312";;"Anual";"hacienda";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://hacienda.jcyl.es/web/jcyl/Hacienda/es/Plantilla100/1138871919202/_/_/_";1284790209877;20190110;"https://datosabiertos.jcyl.es/web/jcyl/set/es/hacienda/modificaciones-credito-capitulos/1284790209877";
"Modificaciones de crédito por políticas de gasto del presupuesto consolidado";"Modificaciones crédito (generaciones, minoraciones, incorporaciones, créditos extraordinarios y suplementos de crédito, ampliaciones y transferencias) de los Presupuestos consolidados desde el año 2016. Datos por Políticas de Gasto";"modificaciones, crédito, presupuesto, políticas de gasto";"20180312";;"Anual";"hacienda";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://hacienda.jcyl.es/web/jcyl/Hacienda/es/Plantilla100/1138871919202/_/_/_";1284790216637;20190110;"https://datosabiertos.jcyl.es/web/jcyl/set/es/hacienda/modificaciones-credito-politicas/1284790216637";
"Montes de Utilidad Pública de la Comunidad";"<p>Catálogos de los Montes de Utilidad Pública: Montes de Utilidad Pública de la Comunidad.</p>";"montes, utilidad pública, bienes inmuebles, información patrimonial";"20171220";;"Anual";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://medioambiente.jcyl.es/web/jcyl/MedioAmbiente/es/Plantilla100/1181827145655/_/_/_";1284771901978;20180314;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/montes-utilidad-publica/1284771901978";
"Montes y propiedad por Provincias";"<p><br />
Catálogos de los Montes de Utilidad Pública: Montes y propiedad por Provincias.</p>";"montes, bienes inmuebles, información patrimonial";"20171220";;"Anual";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://medioambiente.jcyl.es/web/jcyl/MedioAmbiente/es/Plantilla100/1181827145655/_/_/_";1284771900878;20180327;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/montes-propiedad/1284771900878";
"Oficinas de empadronamiento";"<p>Oficinas de empadronamiento de las localidades de Castilla y León.</p>";"oficinas, empadronamiento";"20190111";;"Puntual";"demografia";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://inmigracion.jcyl.es/web/jcyl/Inmigracion/es/Plantilla100/1284249482320/_/_/_";1284842592148;20190111;"https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/oficinas-empadronamiento/1284842592148";
"Oficinas integradas de atención al ciudadano: entidades locales";"<p>Red de oficinas integradas y oficinas de registro virtual (ORVE) en el ámbito territorial de Castilla y León.</p>";"oficinas integradas, atención al ciudadano, entidades locales, ORVE";"20181217";;"Puntual";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/web/jcyl/AdministracionPublica/es/Plantilla100/1261041324944/_/_/_";1284839615136;20190110;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/oficinas-integradas/1284839615136";
"Presupuestos Generales de la Comunidad de Castilla y León para 2017";"<p>Presupuestos Generales de la Comunidad de Castilla y León para 2017 donde se recogen todos los ingresos previstos y los gastos a realizar en 2017 por la Administración General de la Comunidad, sus organismos autónomos y entes públicos de derecho privado y aquellas otras entidades u órganos del sector público autonómico que tengan presupuesto limitativo.</p>";"presupuestos, administración pública, Junta de Castilla y León, economía, gastos, ingresos, 2017";"20170713";;"Anual";"hacienda";;;"CC-BY";"CSV";"https://hacienda.jcyl.es/web/jcyl/Hacienda/es/Plantilla100/1246993413454/_/_/_";1284740599583;20190110;"https://datosabiertos.jcyl.es/web/jcyl/set/es/hacienda/presupuestos2017/1284740599583";
"Presupuestos Generales de la Comunidad de Castilla y León para 2018";"<p>Presupuestos Generales de la Comunidad de Castilla y León para 2018 donde se recogen todos los ingresos previstos y los gastos a realizar en 2018 por la Administración General de la Comunidad, sus organismos autónomos y entes públicos de derecho privado y aquellas otras entidades u órganos del sector público autonómico que tengan presupuesto limitativo.</p>";"presupuestos, administración pública, Junta de Castilla y León, economía, gastos, ingresos, 2018";"20180111";;"Anual";"hacienda";;;"CC-BY";"CSV";"https://hacienda.jcyl.es/web/jcyl/Hacienda/es/Plantilla100/1246993413454/_/_/_";1284776501018;20190110;"https://datosabiertos.jcyl.es/web/jcyl/set/es/hacienda/presupuestos2018/1284776501018";
"Convocatorias de prensa";"<p>Listado de convocatorias de prensa de los últimos 30 días.</p>";"previsiones informativas, convocatorias de prensa, comunicación";"20180426";;"Diaria";"sector-publico";;;"CC-BY";"CSV, JSON, XML";"https://comunicacion.jcyl.es/web/jcyl/Comunicacion/es/Plantilla66y33/1281372091663/_/_/_";1284799464741;20180504;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/convocatorias-prensa/1284799464741";
"Programas de Prevención de Salud Pública";"<p>Información para evaluar las principales actividades de prevención en Salud Pública existentes en la Comunidad de Castilla y León. Se aportan datos sobre los Programas de detección precoz de: cáncer de cuello de útero, cáncer de mama, hipoacusia infantil, enfermedades congénitas, consejo genético en cáncer, hipercolesterolemia familiar y cáncer colorrectal.</p>";"salud pública, programas, prevención";"20181221";;"Anual";"salud";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.saludcastillayleon.es/transparencia/es/transparencia/sanidad-cifras/informes-estadisticos/ordenacion-tematica/salud-publica/programas-prevencion-salud-publica";1284839792928;20181221;"https://datosabiertos.jcyl.es/web/jcyl/set/es/salud/prevencios-salud-publica/1284839792928";
